sample_id,image,text,label,cleaned_text
5696,5696.jpg,5696.txt,positive,I can't wait to see Friday! #Friends #Baseballfun #BlueJays
8209,8209.jpg,8209.txt,positive,Happy national dog day to my beautiful rat?? #seamoo #NationalDogDay
7648,7648.jpg,7648.txt,positive,Here's my pooch ?! #NationalDogDay
11085,11085.jpg,11085.txt,negative,Downtown Niagara #urbandecay #vscocam #canada #ExploreEverything #shotbythekid
7559,7559.jpg,7559.txt,positive,#CBCNews #Election2015 Bandits wear face scarfs to conceal their identity!
12033,12033.jpg,12033.txt,positive,"Breakfast with Oma #yegfood (@ Blue Plate Diner in Edmonton, Canada)"
12706,12706.jpg,12706.txt,negative,Nations Foods fined after worker injures hand in meat grinder. #HamOnt
9399,9399.jpg,9399.txt,negative,"""""We're all mad here"""" ?? """"We're all idiots here"""" #ShesKindaHotVMA #idiot"
7223,7223.jpg,7223.txt,positive,IM STILL KINDA SAD HARRYS LAUGH WASNT THERE AW #DragMeDownMusicVideo
8446,8446.jpg,8446.txt,positive,Happy #NationalDogDay to these rascals
9198,9198.jpg,9198.txt,negative,"When 5SOS announced the new album, but you gots no money #ShesKindaHotVMA"
21992,21992.jpg,21992.txt,negative,Shoutout to the team group chat ??
2557,2557.jpg,2557.txt,negative,Harper calls on Vets for support Staff doesn't read the whole email #cdnpoli #elxn42
21990,21990.jpg,21990.txt,positive,If you wanna catch a buzz and ride it til the mornin'...Let's get two plastic cups and baby I'll get to pourin'??
21879,21879.jpg,21879.txt,negative,"At some point negative people will finally get it, but hopefully it's before their life has passed them by! ?"
5889,5889.jpg,5889.txt,positive,The #kicked #ass today #Go #BlueJays :)
6612,6612.jpg,6612.txt,positive,Want hot music downloads on #eatingndastreets #Hiphop #music #dope
19452,19452.jpg,19452.txt,positive,Course 1 was a lovely seasonal caprese with perfect acidity #yyceats #delicious
3158,3158.jpg,3158.txt,positive,Typical CPC: RT : Look at the #elxn42 lies is sending out //
17578,17578.jpg,17578.txt,positive,"""""More than 40% of #Vancouver #house #owners #rent out parts of their homes: survey"""""
9694,9694.jpg,9694.txt,positive,"The next Prime Minister of Canada, with #kitcen #NDP candidate #cdnpoli"
8532,8532.jpg,8532.txt,negative,#ShesKindaHotVMA ya 5 es oh es is my favourite band
6722,6722.jpg,6722.txt,positive,#NewMusic from coming up this hour!!! #HotlineBling -
9016,9016.jpg,9016.txt,negative,Luke when he see you aren't voting #ShesKindaHotVMA
8709,8709.jpg,8709.txt,negative,Aussie Rap never dies #ShesKindaHotVMA
12309,12309.jpg,12309.txt,positive,what a game. well done rookies 6-3 #draisaitlnumberone #mcdavidnumbertwo #yeg
20431,20431.jpg,20431.txt,negative,I am looking for a buyer on 183 Glynn Av #Ottawa #ON #realestate
17453,17453.jpg,17453.txt,negative,Still no #power in #EastVan #Vancouver in the #dark by the #fireplace working overtime in rain wind
10145,10145.jpg,10145.txt,negative,HELP US! AN ALIEN WHO FEEDS ON TARSANDS HAS TAKEN OVER #CANADA & WONT RELINQUISH POWER TIL HE'S DESTOYED IT! #cdnpoli
6730,6730.jpg,6730.txt,negative,"""""Lady"""" Just sharing LOVE an A #Music #Cover from my #Garage to you."
21430,21430.jpg,21430.txt,positive,"September in the Park 9/9/15 In Downtown Albany, New York w/ Sarah Bogran and her band in"
8195,8195.jpg,8195.txt,positive,My pup Amy! #NationalDogDay
20351,20351.jpg,20351.txt,positive,Woo hoo!! Another spectacular show for in #MyOttawa tonight! #DailyPhoto #Fireworks
13872,13872.jpg,13872.txt,negative,Impact damages When the camera strap comes undone crashing on concrete #feelingheartbroken. #canonsx50
6875,6875.jpg,6875.txt,positive,When you're best friend goals???? #highschoolmusical
6383,6383.jpg,6383.txt,positive,"And finally, we added the latest single from called #SmokeBreak! #newadd #NewMusicMonday"
21212,21212.jpg,21212.txt,negative,Just trying to figure out why I was nervous for 8th grade? ????
11835,11835.jpg,11835.txt,positive,4L of the precious Clase Azul Reposado #yegtequila #claseazul
3306,3306.jpg,3306.txt,negative,"Harper’s new spokesperson is kind of endearing, I suppose. #cdnpoli #StopHarper #elxn42 #CPC"
7229,7229.jpg,7229.txt,negative,Want hot music downloads on #eatingndastreets #Hiphop #music #dope
15071,15071.jpg,15071.txt,positive,Toshi fumi Hogi is named D&V’s Japanese Export Market Director-Welcome to the team Toshi! #japan #export #automotive
12690,12690.jpg,12690.txt,negative,#HamOnt is a tough town. Don't pay taxes? We cut off your water ;)
13677,13677.jpg,13677.txt,positive,"I wish I was, I wish I was beside you ?? #5sosfanart #AshtonWeLoveYou #ImIntoDrummers"
20503,20503.jpg,20503.txt,positive,got a show today !!! #otraottawa
19450,19450.jpg,19450.txt,negative,#yyctraffic Many stations already up to 106.9 so #FillUpWhileTheFillingsGood
14835,14835.jpg,14835.txt,positive,"Kicking off our launch party with wine punch, served by ! Come #PoppyBarleyParty with us!"
19785,19785.jpg,19785.txt,negative,"dragon boat co-captain James Williamson with his awesome mom, Paula. #paddlesupyyc"
3625,3625.jpg,3625.txt,positive,. jokes about calling b/c he didn't ask leaders q's about #FirstNations. #elxn42
13048,13048.jpg,13048.txt,negative,UPDATE: King St. entrance to #JacksonSquare & nearby bus stop still cordoned off #sc #HamOnt
10540,10540.jpg,10540.txt,negative,"On Sunday September 6, join us in saying, #NoToPakArmyInCanada. We don't want to have War Criminals on Canadian soil"
10801,10801.jpg,10801.txt,positive,Need more #workstations? We sell furniture to new & existing clients in #Canada and the #USA. Call 1-855-767-8118
16744,16744.jpg,16744.txt,negative,"Mark James Towell,36 arrested #SexAssault More victims asked to contact Detective Dan Luff 416-808-7474 #Toronto ^sm"
3519,3519.jpg,3519.txt,positive,. let's every know will be here shortly! #yeg #elxn42 #abpoli
9549,9549.jpg,9549.txt,negative,"If this doesn't make you vote i don't know what will, #ShesKindaHotVMA"
9324,9324.jpg,9324.txt,negative,"""""my girlfriends bitching cause I always sleep in"""" #ShesKindaHotVMA"
17345,17345.jpg,17345.txt,positive,The perfect #dress for #Fall on GirlinBetsey #Vancouver
14653,14653.jpg,14653.txt,positive,It's a LEGO Party! #Lego #fouryearsold #legoparty
18868,18868.jpg,18868.txt,positive,"In support of #yycPride2015, we introduce our Pride Cocktail avail. until the end of the wknd in The Oak Room! ??"
9923,9923.jpg,9923.txt,negative,That's rich coming from you. How much do you owe for illegal expenses? Have a nice night. #cdnpoli
15694,15694.jpg,15694.txt,positive,Horchata is a very refreshing drink! Rice and cinnamon #Mexicanfood #toronto
3248,3248.jpg,3248.txt,negative,If abortion is a settled issue in #Canada then why people get upset with images of abortion? #elxn42 #NDP #NDP2015
18694,18694.jpg,18694.txt,positive,Please watch for marching down 8th Ave SW from Mewata to City Hall around 11am. #yyc
5536,5536.jpg,5536.txt,negative,"Why is Loop back on this team? Why is Loop in the game? Oh, bye Loop. Broken Loop #bluejays"
3537,3537.jpg,3537.txt,negative,Harper rules out military coup #Canada #cdnpoli #elxn42
12156,12156.jpg,12156.txt,positive,Love this girl. ?? Celebrating. #yeg #nightlife #friends #birthdaygirl #CountryGirlInTheBigCity #edmonton
17520,17520.jpg,17520.txt,negative,#itokeinpublic #Vancouver keep vapour lounges open! #marijuana #protest
9740,9740.jpg,9740.txt,negative,#StopHarper signs all over Vancouver. #elexn42 #cdnpoli #yvr #bcpoli
11734,11734.jpg,11734.txt,positive,Had an awesome time on today! #yegfringe2015 #acappella ??????
3632,3632.jpg,3632.txt,negative,This is what the Grande Prairie—Mackenzie NDP riding association thinks about Albertans. #cdnpoli #elxn42
10346,10346.jpg,10346.txt,negative,If abortion is a settled issue in #Canada then why people get upset with images of abortion? #SyrianChild #Mulcair
22123,22123.jpg,22123.txt,negative,When girls keep flirting with bae
8540,8540.jpg,8540.txt,negative,FUCK MY COUSIN STARTED TOUCHING MY PHONE WHILE I WAS TWEETING AND I USED THR WRONG HASHTAG #ShesKindaHotVMA
12930,12930.jpg,12930.txt,negative,At the scene of the small plane crash near the Stoney Creek airport. Mac #HamOnt
18669,18669.jpg,18669.txt,positive,“: Caipirinhas!” #winner Let's arrange gift card pickup or a reservation! #yyc #local #contest
2964,2964.jpg,2964.txt,negative,". If what you've done so far for Syria is the best you can do, your best won't do. #cdnpoli #elxn42"
6697,6697.jpg,6697.txt,negative,#DragMeDownMusicVideoIsOut THIS SONG IS ABOUT NOTHING DRAGGING THEM DOWN NOT BREAKING THIS RECORD WILL DRAG THEM DOWN
12645,12645.jpg,12645.txt,positive,#SuperFanBrayden with #Ticats Coach Kent Austin and QB earlier today #HamOnt
3701,3701.jpg,3701.txt,negative,If abortion is a settled issue in #Canada than why people get upset with images of abortion? #RealChange #elxn42 #LPC
16720,16720.jpg,16720.txt,negative,A happy Lena finds the #bbtm sign. #toronto #xofam
7680,7680.jpg,7680.txt,positive,#NationalDogDay Did happy NOBLE think this was a new game as they led him into #NYCACC #EuthRoom? #StopTheKillingACC
16739,16739.jpg,16739.txt,positive,1939 Chevrolet Master Deluxe at 94th Warriors' Day Parade in #toronto #ww2 #HISTORY
9203,9203.jpg,9203.txt,negative,Is so frickin nice I love them so so so much ?????????????? #ShesKindaHotVMA
13452,13452.jpg,13452.txt,positive,Fall issue of Designlines just arrived. Get it while the gettin's good! #illustration #design #art #Toronto
9894,9894.jpg,9894.txt,positive,I will vote in 2015 because we need our Vancouver Coast Guard back! #IWillVote2015 #Uniforcc #cdnpoli
21821,21821.jpg,21821.txt,positive,2016 Ohio HS Football Senior Positional Rankings: Linebackers
12478,12478.jpg,12478.txt,positive,"Victoria donating $2,500 to #HamOnt's Canada Post appeal #sc"
20718,20718.jpg,20718.txt,positive,"What do you call a group of #unitedwaycalgary volunteers, agencies, organizations."
8220,8220.jpg,8220.txt,negative,Happy #NationalDogDay to my poor Helen Keller of a pup ????????
7428,7428.jpg,7428.txt,positive,"85 Krug, hollow body guitars, and tube amps. #badmusicforbadpeople #yycwine #yycmusic"
17113,17113.jpg,17113.txt,positive,It's been a while since these babies have seen 6:00am #RunVan #marathon #Vancouver
11193,11193.jpg,11193.txt,positive,Follow & join us tonight at 7pm ET for #CanadaDryFF! #Contest & #Prizes with a brand we love! ??
11537,11537.jpg,11537.txt,positive,Costco gas at 89.9 #yeg #best price #TGIF
15834,15834.jpg,15834.txt,positive,Yummy alternative #sweets at the Toronto Vegan Food and Drink Festival #vegansoftoronto #torontovegfest #vegans
6650,6650.jpg,6650.txt,positive,"Otis, YAI's very own rockstar, attended Metal Heroes Summer Camp, designed to inspire young #musicians."
12370,12370.jpg,12370.txt,negative,17 alligators catch a flight out of Pearson airport Friday #HamOnt #sc
22074,22074.jpg,22074.txt,positive,Representing at the #StoweStoryLabs! #indiefilm #screenwriting #rewriting #femaledirectors #nywift
3539,3539.jpg,3539.txt,negative,"I hope, after Oct. 19, a documentary will be made on this. In the background, rapping Beatles lyrics. Lol! #elxn42"
13441,13441.jpg,13441.txt,positive,Morning by the Pond. Watercolor & a touch of pen #art #artist #illustration #fairies #fairy #salamander #watercolors
16273,16273.jpg,16273.txt,positive,& The Sensational Space Shifters will be rocking the stage of the Sept 15th. #Toronto
21945,21945.jpg,21945.txt,negative,Messed up RT: People celebrating the end of their relationship with divorce selfies:
22077,22077.jpg,22077.txt,negative,*comes online* *sees Sabrina and ivan fighting*
19174,19174.jpg,19174.txt,positive,Thank you for the latte. #MakeYYC #Ideas #Science
10929,10929.jpg,10929.txt,positive,??Beautiful in blue!?? starlight spectacular at #canadaswonderland #cwbestday #toronto
3713,3713.jpg,3713.txt,negative,"RT"""": It's time we talked about health care this election via #elxn42"
17725,17725.jpg,17725.txt,positive,#Ready4Change @ #RefugeeWelcome rally in #Vancouver! Open our heart & door to #refugees in need!
18984,18984.jpg,18984.txt,positive,The view from the newsroom before the cloud-smoke thickened and blocked out the sun. #yyc
6248,6248.jpg,6248.txt,positive,Helping Vinyl make a comeback at . #music #vinylrecords
3054,3054.jpg,3054.txt,negative,"Picture of Steven Harper when asked if he respects media, democracy, the courts, and the law. #elxn42"
9101,9101.jpg,9101.txt,negative,vote for Luke hitting puberty hard ???? #ShesKindaHotVMA
20022,20022.jpg,20022.txt,positive,Interesting workshops in September #engineering #uOttawa
15226,15226.jpg,15226.txt,negative,#DeadRaccoonToronto2 request to pick up dead raccoon along Martin Grove put in yesterday.
13175,13175.jpg,13175.txt,positive,". : WW 42.51, -83.05 WW #wxreport #nwsDTX -- Lawn is wet with dew at 8:30am NorthWest #Warren, nice day"
3018,3018.jpg,3018.txt,negative,Harper on Martin RE: Sponsorship Scandal #CdnPoli #elxn42 #elxn2015 #electionenergized #Duffy #DuffyGate
18471,18471.jpg,18471.txt,positive,LOOK AT THE STADIUM HADNS #OTRAMontreal
19777,19777.jpg,19777.txt,negative,That's an entire coffee that leaked into my cup holders. Their cups/lids are ridiculous. #yyc
14237,14237.jpg,14237.txt,negative,Weird start to my day #dembones #artontheavenue #NCW #Wenatchee
9938,9938.jpg,9938.txt,negative,"In Wednesday's #Sun, Maher Arar gets HIS SHOT AT JUSTICE #ottnews #cdnpoli #rcmp"
9868,9868.jpg,9868.txt,negative,If abortion is a settled issue in #Canada then why people get upset with images of abortion? #cdnpoli #RealChange
9254,9254.jpg,9254.txt,positive,I'm gonna post a lot of Ash because I'm Ashton af today oops. #ShesKindaHotVMA
21611,21611.jpg,21611.txt,positive,"this lighthouse is such a nice place for me, my dog Baxter, and pet shark Doby to recover from a head injury in!!! :)"
18453,18453.jpg,18453.txt,positive,243/365 - Seeking Higher Ground #Photography #Blue #Staircase #Montreal
17348,17348.jpg,17348.txt,positive,Beautiful sunset after a stormy day at Vancouver #sunsetbeach #vancouverisawesome #beautifulbritishcolumboa #VanCity
11006,11006.jpg,11006.txt,positive,A nice way to present #politics in #Canada. Great #illustrations & #webdesign
8421,8421.jpg,8421.txt,positive,Blake is so gonna crush this challenge #NationalDogDay
22707,22707.jpg,22707.txt,negative,right
7986,7986.jpg,7986.txt,negative,"""""Is it too late for #NationalDogDay ?"""""
8417,8417.jpg,8417.txt,positive,Meet the dogs of nTrust. Melting hearts thru phone screens by day; greeting us every night. #NationalDogDay
9355,9355.jpg,9355.txt,positive,New broken scene #ShesKindaHotVMA
19165,19165.jpg,19165.txt,negative,#yyctraffic Crash at end of ramp from SB Shaganappi onto WB Crowchild.
10865,10865.jpg,10865.txt,negative,#USCanadawall: Constructing wall would cost billions; keep out hundreds #megaproject #silly
14236,14236.jpg,14236.txt,negative,Forgotten Form Echo #trilobitetuesday #sciart
19381,19381.jpg,19381.txt,negative,Calgary police investigate suspicious death in Cranston #yyccrime
13467,13467.jpg,13467.txt,positive,I'll be this Saturday selling some of my new #art pieces
11220,11220.jpg,11220.txt,negative,"1.5 million #refugees have been taken in by #jordan, pop. of 6 million. #Canada's taken in 2,500. #Vancouver"
20094,20094.jpg,20094.txt,positive,OPA! Proud to be a supporting member of The food and entertainment is amazing #Ottawa #greek #OPA
21559,21559.jpg,21559.txt,negative,"""""Some dads are not YOUR dad"""""
15539,15539.jpg,15539.txt,positive,Had so much fun at Ripley's yesterday ?? #ripleysaquarium #jellyfish #fun #summer #dateday #toronto #withmybaybe ????
16719,16719.jpg,16719.txt,positive,"Although its not #Toronto related, it's so pretty and it's still Ontario ???? #LoveLocks in #Ottawa"
3901,3901.jpg,3901.txt,negative,Will Arnet is Surly #TheNutJob #Squirrel #socialmedia
8833,8833.jpg,8833.txt,negative,#ShesKindaHotVMA OMG THIS IS PATHETIC
8517,8517.jpg,8517.txt,positive,#NationalDogDay My 10yr old German Shepherd. Mama's boy. I ? him so much!!! My man
8631,8631.jpg,8631.txt,negative,Ok true #ShesKindaHotVMA
20907,20907.jpg,20907.txt,positive,#SelfieForNash THERE WE GOOO
20756,20756.jpg,20756.txt,negative,#SelfieForNash When you try your best but you don't succed..(Idk how to write it) :')...
21819,21819.jpg,21819.txt,positive,realize and respect your karma
18413,18413.jpg,18413.txt,negative,HI PADDY ILSHDMSJFM IM DYINGGGGG #OTRAMontreal
5214,5214.jpg,5214.txt,positive,stunning in Well done #Beebababe! Ten best looks from #TIFF15
5015,5015.jpg,5015.txt,positive,"The cast of #TheDanishGirl at #TIFF15. A powerful,phenomenal film. Bravo to Eddie Redmayne, Tom Hooper & the cast."
